"Date","Price","Open","High","Low","Vol.","Change %"
"22-09-2010","19,941.72","20,039.43","20,105.54","19,804.02","14.50M","-0.30%"
"21-09-2010","20,001.55","19,925.79","20,088.96","19,860.88","15.88M","0.48%"
"20-09-2010","19,906.10","19,445.42","19,927.30","19,445.42","19.54M","1.59%"
"17-09-2010","19,594.75","19,436.71","19,639.18","19,436.71","16.68M","0.91%"
"16-09-2010","19,417.49","19,476.93","19,636.66","19,383.46","16.20M","-0.43%"
"15-09-2010","19,502.11","19,343.74","19,554.50","19,340.99","17.45M","0.80%"
"14-09-2010","19,346.96","19,218.13","19,487.02","19,218.13","21.01M","0.72%"
"13-09-2010","19,208.33","18,845.31","19,243.44","18,845.31","15.85M","2.17%"
"09-09-2010","18,799.66","18,669.12","18,823.17","18,669.12","13.11M","0.71%"
"08-09-2010","18,666.71","18,627.67","18,721.21","18,540.65","20.12M","0.12%"
"07-09-2010","18,645.06","18,571.73","18,711.20","18,571.43","14.61M","0.46%"
"06-09-2010","18,560.05","18,124.29","18,600.30","18,124.29","18.23M","1.86%"
"03-09-2010","18,221.43","18,238.08","18,316.32","18,206.50","9.43M","-0.09%"
"02-09-2010","18,238.31","18,215.28","18,355.84","18,215.28","13.36M","0.18%"
"01-09-2010","18,205.87","18,027.12","18,227.14","18,027.12","14.34M","1.31%"
"31-08-2010","17,971.12","18,015.66","18,015.66","17,819.99","16.35M","-0.34%"
"30-08-2010","18,032.11","18,063.48","18,216.50","17,960.23","11.61M","0.19%"
"27-08-2010","17,998.41","18,205.90","18,248.36","17,944.16","13.62M","-1.25%"
"26-08-2010","18,226.35","18,194.78","18,261.06","18,159.13","12.83M","0.26%"
"25-08-2010","18,179.64","18,308.51","18,312.43","18,156.00","15.80M","-0.72%"
"24-08-2010","18,311.59","18,407.01","18,451.73","18,260.71","14.41M","-0.53%"
"23-08-2010","18,409.35","18,400.33","18,454.38","18,371.02","11.39M","0.04%"
"20-08-2010","18,401.82","18,444.24","18,464.14","18,360.90","14.13M","-0.29%"
"19-08-2010","18,454.94","18,276.50","18,475.27","18,276.50","14.50M","1.08%"
"18-08-2010","18,257.12","18,067.67","18,286.00","18,067.67","14.80M","1.15%"
"17-08-2010","18,048.85","18,049.19","18,140.15","18,026.00","12.83M","-0.01%"
"16-08-2010","18,050.78","18,169.80","18,203.92","17,997.46","15.99M","-0.64%"
"13-08-2010","18,167.03","18,080.29","18,260.39","18,050.42","18.57M","0.52%"
"12-08-2010","18,073.90","17,972.65","18,113.62","17,914.78","19.61M","0.02%"
"11-08-2010","18,070.19","18,177.35","18,263.88","18,042.89","20.19M","-0.82%"
"10-08-2010","18,219.99","18,272.28","18,293.40","18,170.77","17.87M","-0.37%"
"09-08-2010","18,287.50","18,141.11","18,309.25","18,139.90","10.94M","0.79%"
"06-08-2010","18,143.99","18,165.49","18,244.56","18,118.19","9.71M","-0.16%"
"05-08-2010","18,172.83","18,234.85","18,295.43","18,156.45","10.20M","-0.24%"
"04-08-2010","18,217.44","18,115.56","18,249.46","18,093.03","11.17M","0.57%"
"03-08-2010","18,114.83","18,149.90","18,167.45","18,072.38","13.71M","0.19%"
"02-08-2010","18,081.21","17,911.31","18,104.24","17,911.31","10.90M","1.19%"
"30-07-2010","17,868.29","17,981.06","18,000.35","17,838.92","13.97M","-0.69%"
"29-07-2010","17,992.00","17,961.58","18,013.10","17,902.84","11.53M","0.19%"
"28-07-2010","17,957.37","18,077.85","18,137.14","17,925.40","15.46M","-0.67%"
"27-07-2010","18,077.61","17,998.74","18,149.56","17,998.74","15.73M","0.32%"
"26-07-2010","18,020.05","18,056.24","18,194.09","17,993.88","16.85M","-0.61%"
"23-07-2010","18,130.98","18,132.29","18,237.56","18,093.93","17.47M","0.10%"
"22-07-2010","18,113.15","17,978.37","18,127.90","17,879.88","15.95M","0.76%"
"21-07-2010","17,977.23","17,873.92","18,012.20","17,873.92","13.00M","0.55%"
"20-07-2010","17,878.14","17,918.43","18,040.17","17,848.07","11.67M","-0.28%"
"19-07-2010","17,928.42","17,914.12","18,005.07","17,856.40","11.78M","-0.15%"
"16-07-2010","17,955.82","17,911.13","17,980.27","17,892.16","13.26M","0.26%"
"15-07-2010","17,909.46","17,874.71","17,978.56","17,858.73","11.78M","-0.16%"
"14-07-2010","17,938.16","18,024.95","18,167.22","17,897.26","16.83M","-0.27%"
"13-07-2010","17,985.90","17,908.30","17,998.04","17,855.85","16.96M","0.27%"
"12-07-2010","17,937.20","17,875.97","18,010.07","17,874.95","16.18M","0.58%"
"09-07-2010","17,833.54","17,667.85","17,857.58","17,667.85","25.94M","1.03%"
"08-07-2010","17,651.73","17,536.48","17,728.37","17,536.48","14.13M","1.03%"
"07-07-2010","17,471.03","17,623.66","17,623.66","17,447.15","15.17M","-0.81%"
"06-07-2010","17,614.48","17,402.68","17,643.14","17,395.58","15.68M","0.99%"
"05-07-2010","17,441.44","17,473.83","17,505.73","17,423.74","7.76M","-0.11%"
"02-07-2010","17,460.95","17,523.47","17,598.94","17,426.78","17.22M","-0.28%"
"01-07-2010","17,509.33","17,679.34","17,679.34","17,455.41","16.24M","-1.08%"
"30-06-2010","17,700.90","17,476.85","17,725.04","17,373.78","18.27M","0.95%"
"29-06-2010","17,534.09","17,777.95","17,777.95","17,465.73","19.15M","-1.35%"
"28-06-2010","17,774.26","17,577.66","17,794.80","17,571.85","19.11M","1.14%"
"25-06-2010","17,574.53","17,705.11","17,714.73","17,546.73","19.27M","-0.88%"
"24-06-2010","17,730.24","17,750.51","17,845.65","17,632.80","15.59M","-0.14%"
"23-06-2010","17,755.94","17,694.87","17,782.41","17,629.19","17.62M","0.04%"
"22-06-2010","17,749.69","17,868.12","17,868.12","17,725.63","15.27M","-0.71%"
"21-06-2010","17,876.55","17,654.81","17,919.62","17,654.81","26.28M","1.74%"
"18-06-2010","17,570.82","17,628.02","17,721.99","17,525.29","24.02M","-0.26%"
"17-06-2010","17,616.69","17,490.52","17,647.42","17,394.90","25.34M","0.88%"
"16-06-2010","17,462.87","17,500.30","17,530.38","17,407.30","27.41M","0.29%"
"15-06-2010","17,412.83","17,355.49","17,442.50","17,249.46","22.31M","0.43%"
"14-06-2010","17,338.17","17,118.74","17,351.18","17,118.74","17.41M","1.60%"
"11-06-2010","17,064.95","16,994.07","17,131.56","16,994.07","24.68M","0.84%"
"10-06-2010","16,922.08","16,668.91","16,942.60","16,668.91","24.74M","1.59%"
"09-06-2010","16,657.89","16,621.12","16,817.69","16,591.26","36.65M","0.25%"
"08-06-2010","16,617.10","16,760.60","16,895.73","16,560.64","27.33M","-0.98%"
"07-06-2010","16,781.07","17,069.77","17,069.77","16,686.73","26.02M","-1.97%"
"04-06-2010","17,117.69","17,036.55","17,150.42","16,963.92","22.41M","0.56%"
"03-06-2010","17,022.33","16,786.28","17,072.63","16,786.28","21.81M","1.68%"
"02-06-2010","16,741.84","16,574.79","16,774.15","16,571.45","28.98M","1.02%"
"01-06-2010","16,572.03","16,942.82","16,942.82","16,318.39","20.51M","-2.20%"
"31-05-2010","16,944.63","16,872.17","16,971.15","16,806.50","15.55M","0.48%"
"28-05-2010","16,863.06","16,692.66","16,891.17","16,692.66","19.05M","1.18%"
"27-05-2010","16,666.40","16,410.88","16,694.55","16,331.10","18.82M","1.70%"
"26-05-2010","16,387.84","16,069.78","16,410.35","16,069.78","18.40M","2.28%"
"25-05-2010","16,022.48","16,444.57","16,444.57","15,960.15","21.61M","-2.71%"
"24-05-2010","16,469.55","16,494.61","16,757.73","16,413.03","22.26M","0.15%"
"21-05-2010","16,445.61","16,317.94","16,486.74","16,187.03","24.28M","-0.45%"
"20-05-2010","16,519.68","16,419.10","16,617.80","16,419.10","21.53M","0.68%"
"19-05-2010","16,408.49","16,802.39","16,802.39","16,373.32","22.12M","-2.77%"
"18-05-2010","16,875.76","16,840.59","17,000.34","16,744.13","16.78M","0.24%"
"17-05-2010","16,835.56","16,961.92","16,961.92","16,551.00","20.34M","-0.94%"
"14-05-2010","16,994.60","17,267.25","17,329.32","16,923.65","15.13M","-1.57%"
"13-05-2010","17,265.87","17,323.63","17,389.15","17,240.35","17.93M","0.41%"
"12-05-2010","17,195.81","17,141.53","17,252.52","17,028.08","18.40M","0.32%"
"11-05-2010","17,141.53","17,336.13","17,379.15","17,104.45","20.34M","-1.09%"
"10-05-2010","17,330.55","16,799.49","17,356.54","16,799.49","19.72M","3.35%"
"07-05-2010","16,769.11","16,939.58","16,939.58","16,684.13","19.35M","-1.29%"
"06-05-2010","16,987.53","17,080.47","17,080.47","16,823.00","16.44M","-0.59%"
"05-05-2010","17,087.96","17,103.95","17,121.66","16,858.23","20.07M","-0.29%"
"04-05-2010","17,137.14","17,371.75","17,464.82","17,101.96","19.80M","-1.43%"
"03-05-2010","17,386.08","17,536.86","17,536.86","17,345.92","10.37M","-0.98%"
"30-04-2010","17,558.71","17,503.47","17,646.61","17,503.47","12.14M","0.32%"
"29-04-2010","17,503.47","17,382.09","17,532.86","17,382.09","10.89M","0.71%"
"28-04-2010","17,380.08","17,643.59","17,643.59","17,344.58","17.00M","-1.76%"
"27-04-2010","17,690.62","17,744.93","17,769.25","17,678.56","12.20M","-0.31%"
"26-04-2010","17,745.28","17,692.26","17,826.48","17,692.26","14.71M","0.29%"
"23-04-2010","17,694.20","17,533.88","17,725.88","17,533.88","17.15M","0.68%"
"22-04-2010","17,573.99","17,476.48","17,778.34","17,408.02","17.59M","0.58%"
"21-04-2010","17,472.56","17,458.76","17,565.55","17,446.51","10.05M","0.07%"
"20-04-2010","17,460.58","17,394.68","17,560.09","17,394.68","14.00M","0.34%"
"19-04-2010","17,400.68","17,584.86","17,584.86","17,276.80","11.78M","-1.08%"
"16-04-2010","17,591.18","17,645.91","17,663.99","17,529.55","11.66M","-0.27%"
"15-04-2010","17,639.26","17,804.55","17,975.57","17,619.02","12.65M","-1.03%"
"13-04-2010","17,821.96","17,831.38","17,892.78","17,736.09","12.74M","-0.17%"
"12-04-2010","17,853.00","17,874.16","17,995.25","17,816.19","9.88M","-0.45%"
"09-04-2010","17,933.14","17,715.16","17,971.47","17,715.16","12.16M","1.23%"
"08-04-2010","17,714.40","17,950.56","17,960.91","17,679.34","11.76M","-1.42%"
"07-04-2010","17,970.02","17,915.60","18,047.86","17,878.31","13.24M","0.16%"
"06-04-2010","17,941.37","17,940.32","17,991.41","17,898.00","12.41M","0.03%"
"05-04-2010","17,935.68","17,693.66","17,948.54","17,693.66","12.80M","1.37%"
"01-04-2010","17,692.62","17,555.04","17,706.56","17,555.04","12.99M","0.94%"
"31-03-2010","17,527.77","17,602.39","17,699.50","17,488.55","13.55M","-0.35%"
"30-03-2010","17,590.17","17,703.67","17,783.35","17,558.22","12.56M","-0.68%"
"29-03-2010","17,711.35","17,639.18","17,793.01","17,639.18","14.72M","0.38%"
"26-03-2010","17,644.76","17,558.85","17,682.94","17,558.85","13.07M","0.49%"
"25-03-2010","17,558.85","17,458.51","17,575.23","17,383.21","13.89M","0.62%"
"23-03-2010","17,451.02","17,422.51","17,530.79","17,356.64","12.67M","0.23%"
"22-03-2010","17,410.57","17,481.96","17,559.18","17,337.38","12.19M","-0.95%"
"19-03-2010","17,578.23","17,531.47","17,600.87","17,502.14","13.79M","0.34%"
"18-03-2010","17,519.26","17,492.81","17,548.13","17,417.61","13.64M","0.17%"
"17-03-2010","17,490.08","17,389.47","17,576.78","17,389.47","16.74M","0.61%"
"16-03-2010","17,383.18","17,169.84","17,416.55","17,150.06","12.36M","1.27%"
"15-03-2010","17,164.99","17,166.97","17,195.49","17,061.14","14.26M","-0.01%"
"12-03-2010","17,166.62","17,176.02","17,244.54","17,126.93","24.02M","-0.01%"
"11-03-2010","17,167.96","17,087.63","17,215.07","17,054.28","11.47M","0.41%"
"10-03-2010","17,098.33","17,072.94","17,183.51","17,027.92","16.89M","0.27%"
"09-03-2010","17,052.54","17,089.22","17,130.83","17,031.21","56.52M","-0.29%"
"08-03-2010","17,102.60","17,034.92","17,187.55","17,034.92","15.21M","0.64%"
"05-03-2010","16,994.49","16,988.29","17,097.71","16,936.12","19.65M","0.13%"
"04-03-2010","16,971.70","17,013.68","17,024.96","16,888.05","18.95M","-0.17%"
"03-03-2010","17,000.01","16,778.29","17,012.61","16,778.29","20.06M","1.36%"
"02-03-2010","16,772.56","16,438.45","16,808.49","16,438.45","22.33M","2.09%"
"26-02-2010","16,429.55","16,255.33","16,669.25","16,249.67","30.93M","1.08%"
"25-02-2010","16,254.20","16,264.10","16,329.33","16,167.13","12.19M","-0.01%"
"24-02-2010","16,255.97","16,218.68","16,328.44","16,187.44","12.32M","-0.19%"
"23-02-2010","16,286.32","16,213.14","16,324.93","16,178.91","13.45M","0.30%"
"22-02-2010","16,237.05","16,191.32","16,423.23","16,191.32","14.04M","0.28%"
"19-02-2010","16,191.63","16,256.53","16,301.94","16,074.58","19.36M","-0.83%"
"18-02-2010","16,327.84","16,421.20","16,452.51","16,287.17","13.97M","-0.62%"
"17-02-2010","16,428.91","16,228.91","16,480.89","16,228.91","19.58M","1.25%"
"16-02-2010","16,226.68","16,042.18","16,310.39","16,021.29","20.50M","1.17%"
"15-02-2010","16,038.35","16,186.90","16,227.04","16,011.82","17.05M","-0.71%"
"11-02-2010","16,152.59","15,928.28","16,202.87","15,928.28","14.36M","1.45%"
"10-02-2010","15,922.17","16,042.18","16,141.13","15,892.01","19.81M","-0.75%"
"09-02-2010","16,042.18","15,940.73","16,094.13","15,862.90","21.17M","0.67%"
"08-02-2010","15,935.61","15,931.34","16,061.41","15,651.99","26.69M","0.13%"
"06-02-2010","15,915.65","15,807.75","15,951.07","15,807.75","2.75M","0.79%"
"05-02-2010","15,790.93","16,222.56","16,222.56","15,725.43","23.01M","-2.68%"
"04-02-2010","16,224.95","16,500.29","16,508.22","16,188.80","15.79M","-1.64%"
"03-02-2010","16,496.05","16,210.25","16,552.99","16,210.25","16.35M","2.06%"
"02-02-2010","16,163.44","16,368.44","16,525.98","16,129.11","20.58M","-1.18%"
"01-02-2010","16,356.03","16,339.32","16,422.40","16,160.80","20.07M","-0.01%"
"29-01-2010","16,357.96","16,253.82","16,390.31","15,982.08","25.33M","0.31%"
"28-01-2010","16,306.87","16,317.16","16,524.69","16,182.14","21.64M","0.10%"
"27-01-2010","16,289.82","16,708.60","16,708.60","16,230.85","25.57M","-2.92%"
"25-01-2010","16,780.46","16,847.70","16,877.77","16,705.56","16.36M","-0.47%"
"22-01-2010","16,859.68","16,978.36","17,000.33","16,608.09","23.27M","-1.12%"
"21-01-2010","17,051.14","17,474.49","17,474.49","17,025.26","17.24M","-2.42%"
"20-01-2010","17,474.49","17,486.69","17,590.59","17,425.05","16.90M","-0.07%"
"19-01-2010","17,486.06","17,650.82","17,664.86","17,463.78","13.46M","-0.88%"
"18-01-2010","17,641.08","17,538.72","17,712.60","17,505.50","15.48M","0.49%"
"15-01-2010","17,554.30","17,604.31","17,639.85","17,529.11","17.66M","-0.17%"
"14-01-2010","17,584.87","17,525.71","17,628.04","17,525.71","23.34M","0.43%"
"13-01-2010","17,509.80","17,368.03","17,528.31","17,276.46","26.10M","0.50%"
"12-01-2010","17,422.51","17,534.10","17,612.00","17,392.55","18.65M","-0.59%"
"11-01-2010","17,526.71","17,724.59","17,776.57","17,500.79","18.49M","-0.08%"
"08-01-2010","17,540.29","17,603.87","17,658.12","17,508.96","17.30M","-0.43%"
"07-01-2010","17,615.72","17,701.97","17,733.34","17,566.54","17.96M","-0.48%"
"06-01-2010","17,701.13","17,719.47","17,790.33","17,636.71","21.46M","0.08%"
"05-01-2010","17,686.24","17,555.77","17,729.78","17,555.77","27.00M","0.73%"
"04-01-2010","17,558.73","17,473.45","17,582.84","17,378.38","28.18M","0.54%"
"31-12-2009","17,464.81","17,365.37","17,530.94","17,365.37","16.67M","0.70%"
"30-12-2009","17,343.82","17,402.24","17,440.05","17,322.80","13.71M","-0.33%"
"29-12-2009","17,401.56","17,388.67","17,486.05","17,372.63","14.36M","0.24%"
"24-12-2009","17,360.61","17,265.47","17,413.69","17,198.09","22.47M","0.75%"
"23-12-2009","17,231.11","16,723.96","17,252.09","16,723.96","26.64M","3.23%"
"22-12-2009","16,692.00","16,633.81","16,738.12","16,633.81","14.39M","0.55%"
"21-12-2009","16,601.20","16,724.84","16,750.99","16,577.78","17.17M","-0.71%"
"18-12-2009","16,719.83","16,855.91","16,899.19","16,693.06","18.67M","-1.03%"
"17-12-2009","16,894.25","16,912.25","16,979.52","16,826.00","22.07M","-0.11%"
"16-12-2009","16,912.77","16,866.95","16,996.12","16,777.94","19.49M","0.21%"
"15-12-2009","16,877.16","17,150.59","17,200.47","16,835.78","18.66M","-1.29%"
"14-12-2009","17,097.55","17,118.14","17,275.19","17,048.17","17.12M","-0.13%"
"11-12-2009","17,119.03","17,199.74","17,351.71","17,056.12","19.28M","-0.41%"
"10-12-2009","17,189.31","17,107.00","17,231.05","17,032.30","19.13M","0.37%"
"09-12-2009","17,125.22","17,204.32","17,227.96","17,057.37","21.90M","-0.59%"
"08-12-2009","17,227.68","16,984.54","17,237.79","16,964.11","18.58M","1.44%"
"07-12-2009","16,983.14","17,106.74","17,176.62","16,943.01","21.10M","-0.69%"
"04-12-2009","17,101.54","17,182.23","17,291.83","17,032.81","18.29M","-0.49%"
"03-12-2009","17,185.68","17,199.64","17,361.27","17,128.21","18.27M","0.09%"
"02-12-2009","17,169.91","17,226.49","17,329.68","17,142.36","22.12M","-0.16%"
"01-12-2009","17,198.27","16,947.46","17,218.46","16,947.46","20.05M","1.61%"
"30-11-2009","16,926.22","16,655.75","17,026.91","16,655.75","23.24M","1.77%"
"27-11-2009","16,632.01","16,718.80","16,718.80","16,210.44","28.48M","-1.32%"
"26-11-2009","16,854.93","17,199.05","17,202.51","16,808.87","24.09M","-2.00%"
"25-11-2009","17,198.95","17,149.08","17,290.48","17,124.15","17.00M","0.40%"
"24-11-2009","17,131.08","17,230.86","17,230.86","17,027.52","18.24M","-0.29%"
"23-11-2009","17,180.18","17,067.14","17,214.58","17,045.02","21.91M","0.93%"
"20-11-2009","17,021.85","16,772.75","17,041.79","16,635.75","22.34M","1.41%"
"19-11-2009","16,785.65","17,004.98","17,004.98","16,712.33","18.22M","-1.25%"
"18-11-2009","16,998.78","17,032.01","17,098.79","16,958.41","18.15M","-0.30%"
"17-11-2009","17,050.65","17,036.23","17,080.17","16,882.98","20.38M","0.11%"
"16-11-2009","17,032.51","16,893.11","17,083.20","16,893.11","19.02M","1.09%"
"13-11-2009","16,848.83","16,693.15","16,909.74","16,666.70","21.37M","0.92%"
"12-11-2009","16,696.03","16,822.18","16,896.62","16,605.01","27.21M","-0.91%"
"11-11-2009","16,849.60","16,444.44","16,887.80","16,405.19","26.58M","2.49%"
"10-11-2009","16,440.56","16,552.43","16,677.53","16,371.66","26.51M","-0.35%"
"09-11-2009","16,498.72","16,190.79","16,517.42","16,147.21","20.37M","2.11%"
"06-11-2009","16,158.28","16,137.42","16,283.86","16,075.19","28.13M","0.59%"
"05-11-2009","16,063.90","15,926.13","16,092.38","15,564.89","33.77M","0.95%"
"04-11-2009","15,912.13","15,487.97","15,929.09","15,487.97","30.50M","3.29%"
"03-11-2009","15,404.94","15,838.63","15,957.06","15,330.56","32.45M","-3.09%"
"30-10-2009","15,896.28","16,135.87","16,360.88","15,805.20","38.58M","-0.97%"
"29-10-2009","16,052.72","16,191.39","16,264.09","15,993.83","26.18M","-1.42%"
"28-10-2009","16,283.49","16,335.78","16,411.14","16,144.17","29.58M","-0.43%"
"27-10-2009","16,353.40","16,699.09","16,699.09","16,311.50","30.73M","-2.31%"
"26-10-2009","16,740.50","16,808.05","16,938.88","16,706.08","22.08M","-0.42%"
"23-10-2009","16,810.81","16,795.66","17,006.77","16,765.20","24.39M","0.13%"
"22-10-2009","16,789.74","17,031.54","17,031.54","16,721.26","25.61M","-1.29%"
"21-10-2009","17,009.17","17,229.72","17,248.69","16,997.86","25.66M","-1.24%"
"20-10-2009","17,223.01","17,414.80","17,457.26","17,185.04","24.61M","-0.59%"
"17-10-2009","17,326.01","17,452.56","17,493.17","17,260.66","8.32M","0.02%"
"16-10-2009","17,322.82","17,196.80","17,347.85","17,126.55","28.22M","0.74%"
"15-10-2009","17,195.20","17,274.07","17,350.39","17,092.83","30.11M","-0.21%"
"14-10-2009","17,231.11","17,117.90","17,274.59","17,117.90","31.84M","1.20%"
"12-10-2009","17,026.67","16,687.32","17,068.78","16,687.32","24.11M","2.31%"
"09-10-2009","16,642.66","16,915.96","16,963.08","16,606.95","27.08M","-1.19%"
"08-10-2009","16,843.54","16,908.02","16,998.52","16,775.36","37.07M","0.22%"
"07-10-2009","16,806.66","17,069.42","17,120.56","16,764.07","32.72M","-0.90%"
"06-10-2009","16,958.54","16,879.38","16,988.56","16,622.05","50.27M","0.55%"
"05-10-2009","16,866.41","17,062.01","17,062.01","16,835.80","24.79M","-1.56%"
"01-10-2009","17,134.55","17,186.20","17,195.61","17,059.36","28.06M","0.05%"
"30-09-2009","17,126.84","16,868.46","17,142.52","16,868.46","20.64M","1.63%"
"29-09-2009","16,852.91","16,829.11","16,907.84","16,802.80","15.94M","0.96%"
"25-09-2009","16,693.00","16,679.99","16,812.02","16,613.22","20.37M","-0.53%"
"24-09-2009","16,781.43","16,634.08","16,834.10","16,494.92","24.57M","0.37%"
"23-09-2009","16,719.50","16,905.50","16,905.58","16,683.78","48.46M","-0.99%"
"22-09-2009","16,886.43","16,805.22","16,943.49","16,763.78","22.72M","0.87%"
"18-09-2009","16,741.30","16,650.05","16,765.03","16,610.05","27.97M","0.18%"
"17-09-2009","16,711.11","16,686.38","16,820.02","16,636.55","44.23M","0.20%"
"16-09-2009","16,677.04","16,498.59","16,700.56","16,498.59","30.25M","1.35%"
"15-09-2009","16,454.45","16,255.42","16,477.23","16,255.42","19.58M","1.48%"
"14-09-2009","16,214.19","16,185.26","16,252.18","16,119.95","23.55M","-0.31%"
"11-09-2009","16,264.30","16,254.57","16,337.98","16,130.32","28.29M","0.29%"
"10-09-2009","16,216.86","16,295.92","16,434.77","16,166.42","29.95M","0.21%"
"09-09-2009","16,183.55","16,111.09","16,215.74","16,044.77","30.63M","0.37%"
"08-09-2009","16,123.67","16,030.56","16,232.16","16,030.56","34.99M","0.67%"
"07-09-2009","16,016.32","15,793.27","16,035.50","15,793.27","25.04M","2.09%"
"04-09-2009","15,689.12","15,425.86","15,740.83","15,358.94","30.74M","1.89%"
"03-09-2009","15,398.33","15,539.34","15,598.18","15,356.72","21.98M","-0.45%"
"02-09-2009","15,467.46","15,482.05","15,628.10","15,392.68","23.70M","-0.54%"
"01-09-2009","15,551.19","15,691.27","15,923.09","15,475.28","26.82M","-0.74%"
"31-08-2009","15,666.64","15,812.15","15,821.35","15,589.80","25.61M","-1.61%"
"28-08-2009","15,922.34","15,770.19","15,957.67","15,663.35","30.31M","0.90%"
"27-08-2009","15,781.07","15,711.80","15,853.71","15,685.49","18.61M","0.07%"
"26-08-2009","15,769.85","15,763.09","15,831.49","15,695.94","20.00M","0.52%"
"25-08-2009","15,688.47","15,573.91","15,735.32","15,423.39","29.20M","0.38%"
"24-08-2009","15,628.75","15,362.93","15,676.35","15,362.93","19.83M","2.55%"
"21-08-2009","15,240.83","14,951.49","15,275.17","14,835.08","21.49M","1.52%"
"20-08-2009","15,012.32","14,930.05","15,145.00","14,928.18","16.85M","1.37%"
"19-08-2009","14,809.64","15,079.04","15,096.94","14,684.45","26.52M","-1.50%"
"18-08-2009","15,035.26","14,745.80","15,134.51","14,740.26","29.18M","1.69%"
"17-08-2009","14,784.92","15,284.23","15,284.23","14,740.63","25.69M","-4.07%"
"14-08-2009","15,411.63","15,530.38","15,535.47","15,367.61","28.58M","-0.69%"
"13-08-2009","15,518.49","15,207.96","15,545.13","15,207.96","28.74M","3.32%"
"12-08-2009","15,020.16","14,953.44","15,043.62","14,701.05","33.94M","-0.36%"
"11-08-2009","15,074.59","15,000.38","15,218.65","14,864.23","31.01M","0.43%"
"10-08-2009","15,009.77","15,287.14","15,417.34","14,902.02","37.21M","-0.99%"
"07-08-2009","15,160.24","15,440.95","15,501.94","15,104.00","33.20M","-2.28%"
"06-08-2009","15,514.03","15,881.47","15,969.81","15,443.22","37.74M","-2.45%"
"05-08-2009","15,903.83","15,882.39","15,973.10","15,695.11","29.57M","0.46%"
"04-08-2009","15,830.98","15,940.10","16,002.46","15,699.13","43.33M","-0.59%"
"03-08-2009","15,924.23","15,694.78","15,963.36","15,608.40","32.33M","1.62%"
"31-07-2009","15,670.31","15,449.47","15,732.81","15,449.47","33.96M","1.83%"
"30-07-2009","15,387.96","15,169.23","15,409.91","15,065.48","30.45M","1.41%"
"29-07-2009","15,173.46","15,293.19","15,379.43","14,888.41","38.97M","-1.03%"
"28-07-2009","15,331.94","15,428.50","15,463.46","15,240.53","40.86M","-0.28%"
"27-07-2009","15,375.04","15,350.89","15,463.09","15,228.46","36.61M","-0.03%"
"24-07-2009","15,378.96","15,272.01","15,418.61","15,168.52","43.30M","0.97%"
"23-07-2009","15,231.04","15,008.78","15,264.84","14,997.75","55.29M","2.61%"
"22-07-2009","14,843.12","15,124.92","15,369.42","14,786.58","41.85M","-1.46%"
"21-07-2009","15,062.49","15,218.83","15,234.21","14,955.88","35.07M","-0.85%"
"20-07-2009","15,191.01","14,854.17","15,209.36","14,854.17","34.74M","3.03%"
"17-07-2009","14,744.92","14,325.58","14,800.70","14,325.58","37.68M","3.47%"
"16-07-2009","14,250.25","14,351.97","14,493.10","14,169.58","35.00M","-0.02%"
"15-07-2009","14,253.24","13,917.27","14,299.54","13,891.04","27.12M","2.88%"
"14-07-2009","13,853.70","13,549.42","13,903.48","13,549.42","23.89M","3.38%"
"13-07-2009","13,400.32","13,405.95","13,461.68","13,219.99","24.57M","-0.77%"
"10-07-2009","13,504.22","13,803.12","13,897.19","13,418.39","27.85M","-1.84%"
"09-07-2009","13,757.46","13,796.19","13,879.18","13,643.97","28.40M","-0.08%"
"08-07-2009","13,769.15","14,039.58","14,039.58","13,701.76","37.53M","-2.83%"
"07-07-2009","14,170.45","14,103.65","14,251.88","14,000.68","35.72M","0.90%"
"06-07-2009","14,043.40","14,962.12","15,097.87","13,959.44","43.34M","-5.83%"
"03-07-2009","14,913.05","14,552.72","14,945.85","14,499.74","29.01M","1.74%"
"02-07-2009","14,658.49","14,694.31","14,764.35","14,469.69","31.24M","0.09%"
"01-07-2009","14,645.47","14,506.43","14,727.49","14,355.52","28.73M","1.05%"
"30-06-2009","14,493.84","14,830.97","14,907.48","14,420.41","35.25M","-1.97%"
"29-06-2009","14,785.74","14,815.90","14,955.55","14,685.45","26.57M","0.14%"
"26-06-2009","14,764.64","14,373.57","14,781.94","14,373.57","32.41M","2.92%"
"25-06-2009","14,345.62","14,476.15","14,578.46","14,261.14","29.54M","-0.53%"
"24-06-2009","14,422.73","14,376.82","14,479.82","14,207.02","30.55M","0.69%"
"23-06-2009","14,324.01","14,147.87","14,394.19","14,016.95","35.56M","-0.02%"
"22-06-2009","14,326.22","14,591.28","14,668.40","14,269.77","31.50M","-1.35%"
"19-06-2009","14,521.89","14,321.98","14,559.08","14,179.77","37.32M","1.80%"
"18-06-2009","14,265.53","14,503.05","14,630.73","14,188.25","75.81M","-1.77%"
"17-06-2009","14,522.84","14,978.50","14,996.39","14,447.02","35.35M","-2.91%"
"16-06-2009","14,957.91","14,788.27","15,022.19","14,621.97","32.04M","0.55%"
"15-06-2009","14,875.52","15,195.83","15,261.03","14,807.26","34.68M","-2.38%"
"12-06-2009","15,237.94","15,446.82","15,600.30","15,174.28","40.67M","-1.13%"
"11-06-2009","15,411.47","15,517.36","15,568.74","15,240.73","41.95M","-0.36%"
